"DOR Code","Municipality","Fiscal Year","Total Outstanding Debt (Schedule A Part 10)","Equalized Values (EQV)","Outstanding Debt as a % of EQV","Population","Outstanding Debt Per Capita","GF Debt Service (Schedule A Part 2)","Total Budget","Debt Service as a % of Budget"
"226","Oxford","2022","6,170,000","1,570,978,000","0.39%","14,009","440","1,297,226","47,310,515","2.74%"
"226","Oxford","2023","5,230,000","1,570,978,000","0.33%","13,347","392","1,346,250","50,247,878","2.68%"
"226","Oxford","2024","4,555,000","1,732,020,300","0.26%","13,287","343","1,120,650","50,399,096","2.22%"
"226","Oxford","2025","3,865,000","1,732,020,300","0.22%","13,287","291","1,107,871","52,852,409","2.10%"
"227","Palmer","2021","14,032,345","980,132,000","1.43%","12,309","1,140","1,409,847","43,822,541","3.22%"
"227","Palmer","2022","12,491,471","1,017,230,700","1.23%","12,232","1,021","1,340,606","43,342,977","3.09%"
"227","Palmer","2023","10,949,176","1,017,230,700","1.08%","12,448","880","1,290,733","49,238,414","2.62%"
"227","Palmer","2024","9,789,727","1,131,204,500","0.87%","12,372","791","1,235,762","48,831,736","2.53%"
"227","Palmer","2025","11,910,992","1,131,204,500","1.05%","12,337","965","668,488","50,209,415","1.33%"
"228","Paxton","2021","5,113,602","530,101,700","0.96%","4,963","1,030","733,593","14,593,110","5.03%"
"228","Paxton","2022","4,495,894","607,020,400","0.74%","4,963","906","724,296","15,061,805","4.81%"
"228","Paxton","2023","4,141,845","607,020,400","0.68%","5,004","828","678,470","15,671,072","4.33%"
"228","Paxton","2024","3,606,426","657,742,900","0.55%","5,028","717","606,882","16,020,117","3.79%"
"228","Paxton","2025","3,095,607","657,742,900","0.47%","5,024","616","562,182","16,705,667","3.37%"
"229","Peabody","2021","67,904,900","7,905,666,900","0.86%","53,278","1,275","7,685,008","162,737,420","4.72%"
"229","Peabody","2022","79,988,330","9,078,660,600","0.88%","53,070","1,507","7,637,207","169,932,232","4.49%"
"229","Peabody","2023","94,602,499","9,078,660,600","1.04%","54,481","1,736","8,011,268","183,766,831","4.36%"
"229","Peabody","2024","98,431,026","9,902,814,600","0.99%","54,119","1,819","8,605,188","199,410,987","4.32%"
"229","Peabody","2025","111,025,162","9,902,814,600","1.12%","53,896","2,060","9,315,019","207,347,799","4.49%"
"230","Pelham","2021","300,000","185,031,400","0.16%","1,322","227","74,887","5,554,717","1.35%"
"230","Pelham","2022","240,000","189,643,300","0.13%","1,313","183","72,315","6,127,050","1.18%"
"230","Pelham","2023","180,000","189,643,300","0.09%","1,280","141","69,525","6,106,014","1.14%"
"230","Pelham","2024","120,000","202,643,200","0.06%","1,267","95","66,825","6,885,767","0.97%"
"230","Pelham","2025","60,000","202,643,200","0.03%","1,266","47","64,125","7,251,241","0.88%"
"231","Pembroke","2021","22,654,211","2,834,530,900","0.80%","18,448","1,228","2,986,644","66,464,528","4.49%"
"231","Pembroke","2022","40,220,711","3,116,738,700","1.29%","18,509","2,173","3,131,393","69,207,789","4.53%"
"231","Pembroke","2023","36,389,084","3,116,738,700","1.17%","18,361","1,982","4,272,347","73,770,158","5.79%"
"231","Pembroke","2024","32,709,879","3,412,515,200","0.96%","18,410","1,777","4,019,306","76,054,653","5.29%"
"231","Pembroke","2025","46,322,409","3,412,515,200","1.36%","18,297","2,532","4,132,828","79,033,224","5.23%"
"232","Pepperell","2021","17,385,146","1,303,929,800","1.33%","12,161","1,430","123,191","30,457,465","0.40%"
"232","Pepperell","2022","16,036,526","1,488,119,500","1.08%","12,114","1,324","104,849","31,765,573","0.33%"
"232","Pepperell","2023","14,741,960","1,488,119,500","0.99%","11,604","1,270","50,667","32,788,293","0.16%"
"232","Pepperell","2024","13,231,360","1,671,752,500","0.79%","11,577","1,143","71,163","35,097,053","0.20%"
"232","Pepperell","2025","12,013,809","1,671,752,500","0.72%","11,620","1,034","17,277","36,018,034","0.05%"
"233","Peru","2021","365,866","91,385,700","0.40%","837","437","27,529","2,451,811","1.12%"
"233","Peru","2022","352,073","100,581,000","0.35%","834","422","27,236","2,469,110","1.10%"
"233","Peru","2023","338,091","100,581,000","0.34%","814","415","51,514","2,557,113","2.02%"
"233","Peru","2024","323,913","114,245,700","0.28%","804","403","30,165","2,831,968","1.07%"
"233","Peru","2025","309,530","114,245,700","0.27%","803","385","35,184","2,948,704","1.19%"
"234","Petersham","2021","555,000","158,092,900","0.35%","1,253","443","188,447","4,698,516","4.01%"
"234","Petersham","2022","429,000","168,293,700","0.25%","1,250","343","212,631","4,547,722","4.68%"
"234","Petersham","2023","924,000","168,293,700","0.55%","1,194","774","227,132","5,878,116","3.86%"
"234","Petersham","2024","732,000","190,689,500","0.38%","1,188","616","308,466","5,707,309","5.41%"
"234","Petersham","2025","531,000","190,689,500","0.28%","1,183","449","325,695","5,869,848","5.55%"
"235","Phillipston","2021","484,612","200,264,700","0.24%","1,751","277","167,868","4,609,898","3.64%"
"235","Phillipston","2022","466,663","225,116,800","0.21%","1,746","267","109,858","5,266,044","2.09%"
"235","Phillipston","2023","448,714","225,116,800","0.20%","1,726","260","37,199","5,123,961","0.73%"
"235","Phillipston","2024","430,765","265,707,500","0.16%","1,720","250","36,458","5,779,812","0.63%"
"235","Phillipston","2025","412,816","265,707,500","0.16%","1,720","240","35,718","6,001,868","0.60%"
"236","Pittsfield","2021","206,204,265","3,573,278,600","5.77%","42,533","4,848","9,704,385","165,178,051","5.88%"
"236","Pittsfield","2022","206,788,729","3,828,682,400","5.40%","42,142","4,907","9,696,649","170,309,699","5.69%"
"236","Pittsfield","2023","223,471,634","3,828,682,400","5.84%","43,927","5,087","10,321,310","181,985,745","5.67%"
"236","Pittsfield","2024","225,591,828","4,240,409,000","5.32%","43,641","5,169","11,283,385","209,091,469","5.40%"
"236","Pittsfield","2025","225,631,653","4,240,409,000","5.32%","43,310","5,210","11,782,901","211,949,095","5.56%"
"237","Plainfield","2021","351,972","94,118,800","0.37%","664","530","93,934","2,420,705","3.88%"
"237","Plainfield","2022","295,535","98,187,300","0.30%","661","447","145,428","2,656,947","5.47%"
"237","Plainfield","2023","337,200","98,187,300","0.34%","633","533","115,677","2,887,324","4.01%"
"237","Plainfield","2024","423,866","120,158,000","0.35%","628","675","176,863","3,203,006","5.52%"
"237","Plainfield","2025","264,329","120,158,000","0.22%","629","420","300,842","3,453,973","8.71%"
"238","Plainville","2021","43,242,208","1,485,020,600","2.91%","9,230","4,685","3,133,131","34,756,887","9.01%"
"238","Plainville","2022","40,085,034","1,692,502,300","2.37%","9,293","4,313","3,653,200","39,495,294","9.25%"
"238","Plainville","2023","37,085,284","1,692,502,300","2.19%","9,945","3,729","3,421,160","40,944,768","8.36%"
"238","Plainville","2024","37,542,905","1,865,402,800","2.01%","9,896","3,794","2,860,129","45,135,708","6.34%"
"238","Plainville","2025","34,772,841","1,865,402,800","1.86%","9,865","3,525","2,827,491","48,276,324","5.86%"
"239","Plymouth","2021","219,470,385","10,781,668,600","2.04%","60,803","3,610","16,375,029","255,924,227","6.40%"
"239","Plymouth","2022","204,538,038","12,163,150,000","1.68%","61,528","3,324","16,144,713","263,819,088","6.12%"
"239","Plymouth","2023","191,381,239","12,163,150,000","1.57%","61,217","3,126","15,736,146","279,806,040","5.62%"
"239","Plymouth","2024","212,762,731","13,647,134,600","1.56%","62,131","3,424","15,849,719","290,521,523","5.46%"
"239","Plymouth","2025","199,078,075","13,647,134,600","1.46%","64,269","3,098","17,252,135","311,816,590","5.53%"
"240","Plympton","2021","2,230,000","532,225,000","0.42%","2,985","747","282,686","13,256,750","2.13%"
"240","Plympton","2022","2,070,000","591,177,800","0.35%","2,987","693","280,480","13,817,560","2.03%"
"240","Plympton","2023","1,910,000","591,177,800","0.32%","2,930","652","224,193","14,233,381","1.58%"
"240","Plympton","2024","1,750,000","654,578,500","0.27%","2,939","595","217,606","15,709,519","1.39%"
"240","Plympton","2025","1,590,000","654,578,500","0.24%","2,923","544","211,319","16,199,857","1.30%"
"241","Princeton","2021","1,280,000","514,460,100","0.25%","3,478","368","422,914","11,620,298","3.64%"
"241","Princeton","2022","2,855,000","591,085,900","0.48%","3,488","819","404,322","12,355,283","3.27%"
"241","Princeton","2023","2,320,000","591,085,900","0.39%","3,495","664","699,606","12,802,702","5.47%"
"241","Princeton","2024","1,905,000","639,721,900","0.30%","3,499","544","642,297","13,586,762","4.73%"
"241","Princeton","2025","2,565,000","639,721,900","0.40%","3,504","732","517,615","13,982,561","3.70%"
"242","Provincetown","2021","48,225,938","3,070,051,300","1.57%","2,960","16,293","2,097,825","32,600,182","6.44%"
"242","Provincetown","2022","45,367,949","3,620,873,900","1.25%","2,961","15,322","2,168,202","34,930,515","6.21%"
"242","Provincetown","2023","43,429,639","3,620,873,900","1.20%","3,664","11,853","1,967,398","39,512,120","4.98%"
"242","Provincetown","2024","58,541,154","4,042,523,100","1.45%","3,708","15,788","2,514,310","44,894,644","5.60%"
"242","Provincetown","2025","72,503,739","4,042,523,100","1.79%","3,723","19,475","3,601,579","45,319,177","7.95%"
"243","Quincy","2021","320,059,608","15,986,795,000","2.00%","94,580","3,384","27,646,069","346,486,584","7.98%"
"243","Quincy","2022","853,135,568","18,377,975,900","4.64%","94,470","9,031","30,634,797","353,229,781","8.67%"
"243","Quincy","2023","980,777,836","18,377,975,900","5.34%","101,636","9,650","47,751,524","380,255,274","12.56%"
"243","Quincy","2024","1,045,371,162","20,526,193,400","5.09%","101,119","10,338","63,580,434","431,411,967","14.74%"
"243","Quincy","2025","1,011,935,019","20,526,193,400","4.93%","101,727","9,948","65,938,451","439,228,150","15.01%"
"244","Randolph","2021","48,235,557","3,647,034,600","1.32%","34,398","1,402","3,856,678","108,299,924","3.56%"
"244","Randolph","2022","43,641,443","4,234,173,100","1.03%","34,362","1,270","4,023,697","110,418,263","3.64%"
"244","Randolph","2023","50,014,756","4,234,173,100","1.18%","34,984","1,430","3,980,064","118,401,952","3.36%"
"244","Randolph","2024","44,830,129","4,869,345,300","0.92%","34,715","1,291","4,629,474","122,858,405","3.77%"
"244","Randolph","2025","43,603,180","4,869,345,300","0.90%","34,530","1,263","4,685,202","133,081,726","3.52%"
"245","Raynham","2021","16,666,049","2,254,098,800","0.74%","14,313","1,164","153,350","46,253,055","0.33%"
"245","Raynham","2022","14,869,799","2,528,923,600","0.59%","14,470","1,028","150,100","59,276,258","0.25%"
"245","Raynham","2023","13,261,250","2,528,923,600","0.52%","15,142","876","141,275","52,974,066","0.27%"
"245","Raynham","2024","11,575,000","2,735,332,900","0.42%","15,230","760","1,566,731","57,071,587","2.75%"
"245","Raynham","2025","10,315,000","2,735,332,900","0.38%","15,474","667","1,233,384","58,281,870","2.12%"
"246","Reading","2021","37,780,900","5,143,035,900","0.73%","25,337","1,491","4,984,858","106,563,782","4.68%"
"246","Reading","2022","42,450,500","5,817,458,000","0.73%","25,400","1,671","4,755,726","111,089,662","4.28%"
"246","Reading","2023","41,273,900","5,817,458,000","0.71%","25,518","1,617","5,978,366","118,135,842","5.06%"
"246","Reading","2024","32,549,120","6,543,953,300","0.50%","25,223","1,290","6,040,335","123,217,710","4.90%"
"246","Reading","2025","26,210,540","6,543,953,300","0.40%","25,205","1,040","4,097,538","126,089,444","3.25%"
"247","Rehoboth","2021","82,250","1,863,173,000","0.00%","12,265","7","87,843","32,780,776","0.27%"
"247","Rehoboth","2022","595,000","2,137,328,300","0.03%","12,385","48","85,047","36,515,334","0.23%"
"247","Rehoboth","2023","425,387","2,137,328,300","0.02%","12,502","34","183,001","36,071,071","0.51%"
"247","Rehoboth","2024","0","2,389,985,700","0.00%","12,687","0","434,959","39,495,833","1.10%"
"247","Rehoboth","2025","0","2,389,985,700","0.00%","13,023","0","0","41,731,495","0.00%"
"248","Revere","2021","180,252,067","6,112,000,400","2.95%","53,821","3,349","20,057,333","201,341,276","9.96%"
"248","Revere","2022","185,904,538","7,759,126,900","2.40%","53,073","3,503","6,609,817","215,738,999","3.06%"
"248","Revere","2023","227,215,284","7,759,126,900","2.93%","62,186","3,654","8,389,717","229,286,550","3.66%"
"248","Revere","2024","221,795,462","9,389,475,300","2.36%","59,075","3,754","9,834,072","257,519,144","3.82%"
"248","Revere","2025","","9,389,475,300","","58,528","","9,418,481","264,265,632","3.56%"
"249","Richmond","2021","2,214,210","428,896,400","0.52%","1,422","1,557","150,800","7,206,353","2.09%"
"249","Richmond","2022","2,105,777","441,224,400","0.48%","1,416","1,487","500,850","7,561,576","6.62%"
"249","Richmond","2023","9,090,010","441,224,400","2.06%","1,407","6,461","432,962","8,265,398","5.24%"
"249","Richmond","2024","8,860,943","507,363,800","1.75%","1,405","6,307","426,950","8,325,928","5.13%"
"249","Richmond","2025","8,623,318","507,363,800","1.70%","1,402","6,151","426,211","8,639,832","4.93%"
"250","Rochester","2021","7,305,000","962,759,700","0.76%","5,628","1,298","1,263,464","23,928,439","5.28%"
"250","Rochester","2022","6,390,000","1,099,776,900","0.58%","5,687","1,124","1,248,481","24,618,670","5.07%"
"250","Rochester","2023","5,590,000","1,099,776,900","0.51%","5,717","978","1,172,796","25,326,868","4.63%"
"250","Rochester","2024","4,835,000","1,249,707,700","0.39%","5,762","839","1,047,057","26,847,605","3.90%"
"250","Rochester","2025","4,145,000","1,249,707,700","0.33%","5,816","713","944,513","27,884,068","3.39%"
"251","Rockland","2021","70,369,343","2,114,977,100","3.33%","17,960","3,918","4,332,747","75,435,838","5.74%"
"251","Rockland","2022","73,116,348","2,402,334,500","3.04%","17,986","4,065","5,762,190","73,041,182","7.89%"
"251","Rockland","2023","69,314,531","2,402,334,500","2.89%","17,803","3,893","6,289,328","79,289,257","7.93%"
"251","Rockland","2024","65,253,814","2,667,214,100","2.45%","17,771","3,672","5,926,904","81,840,337","7.24%"
"251","Rockland","2025","61,124,119","2,667,214,100","2.29%","17,609","3,471","5,808,946","86,460,346","6.72%"
"252","Rockport","2021","8,940,000","2,219,088,300","0.40%","7,295","1,225","1,272,561","34,326,066","3.71%"
"252","Rockport","2022","7,565,000","2,475,141,900","0.31%","7,282","1,039","1,123,642","37,404,739","3.00%"
"252","Rockport","2023","9,225,000","2,475,141,900","0.37%","6,992","1,319","1,022,341","38,638,880","2.65%"
"252","Rockport","2024","26,045,000","2,710,915,200","0.96%","6,959","3,743","912,364","40,825,835","2.24%"
"252","Rockport","2025","23,795,000","2,710,915,200","0.88%","6,925","3,436","2,650,300","42,409,398","6.25%"
"253","Rowe","2021","0","284,026,200","0.00%","394","0","7,190","5,567,178","0.13%"
"253","Rowe","2022","0","520,263,200","0.00%","389","0","2,144","5,759,934","0.04%"
"253","Rowe","2023","0","520,263,200","0.00%","424","0","102,992","5,589,254","1.84%"
"253","Rowe","2024","0","539,813,700","0.00%","422","0","538,343","6,258,279","8.60%"
"253","Rowe","2025","0","539,813,700","0.00%","421","0","514,783","6,165,980","8.35%"
"254","Rowley","2021","40,854,556","1,079,425,500","3.78%","6,358","6,426","2,084,499","22,580,745","9.23%"
"254","Rowley","2022","38,941,726","1,201,949,600","3.24%","6,473","6,016","2,151,311","22,843,362","9.42%"
"254","Rowley","2023","37,672,710","1,201,949,600","3.13%","6,161","6,115","2,236,834","24,428,302","9.16%"
"254","Rowley","2024","35,671,373","1,360,711,500","2.62%","6,131","5,818","2,246,139","25,511,626","8.80%"
"254","Rowley","2025","33,603,344","1,360,711,500","2.47%","6,283","5,348","2,404,433","27,204,112","8.84%"
"255","Royalston","2021","1,074,894","120,880,700","0.89%","1,276","842","164,858","2,808,352","5.87%"
"255","Royalston","2022","999,433","148,156,600","0.67%","1,277","783","96,770","2,783,002","3.48%"
"255","Royalston","2023","1,074,663","148,156,600","0.73%","1,250","860","94,777","3,223,179","2.94%"
"255","Royalston","2024","1,329,707","173,106,900","0.77%","1,256","1,059","89,552","3,028,907","2.96%"
"255","Royalston","2025","1,084,751","173,106,900","0.63%","1,261","860","287,503","3,813,870","7.54%"
"256","Russell","2021","352,228","144,727,200","0.24%","1,802","195","76,795","4,351,594","1.77%"
"256","Russell","2022","250,181","159,385,000","0.16%","1,792","140","74,782","4,715,864","1.59%"
"256","Russell","2023","172,786","159,385,000","0.11%","1,643","105","44,769","5,006,090","0.89%"
"256","Russell","2024","87,632","189,182,200","0.05%","1,635","54","43,582","5,414,815","0.81%"
"256","Russell","2025","83,381","189,182,200","0.04%","1,631","51","0","5,818,001","0.00%"
"257","Rutland","2021","9,105,820","908,839,600","1.00%","8,846","1,029","1,203,034","23,206,330","5.18%"
"257","Rutland","2022","10,413,290","1,039,229,400","1.00%","8,938","1,165","1,112,014","24,259,163","4.58%"
"257","Rutland","2023","9,190,914","1,039,229,400","0.88%","9,049","1,016","1,054,441","25,054,289","4.21%"
"257","Rutland","2024","7,958,538","1,250,864,000","0.64%","9,169","868","1,029,153","27,731,124","3.71%"
"257","Rutland","2025","7,015,000","1,250,864,000","0.56%","9,298","754","798,397","29,639,569","2.69%"
"258","Salem","2021","90,240,778","5,405,036,100","1.67%","43,559","2,072","15,547,780","161,345,714","9.64%"
"258","Salem","2022","108,208,898","6,641,110,700","1.63%","43,226","2,503","6,498,699","172,140,206","3.78%"
"258","Salem","2023","114,849,455","6,641,110,700","1.73%","44,480","2,582","7,831,277","190,945,139","4.10%"
